,Element,Count,weightage
168,sdlc,8,0.025179856115107913
169,net framework,8,0.025179856115107913
170,scm,8,0.025179856115107913
171,object-oriented programming,8,0.025179856115107913
172,automation testing,8,0.025179856115107913
173,restful apis,8,0.025179856115107913
174,technical leading,7,0.02158273381294964
175,jpa,7,0.02158273381294964
176,redux,7,0.02158273381294964
177,google bigquery,7,0.02158273381294964
178,solution design,7,0.02158273381294964
179,net,7,0.02158273381294964
180,aks,7,0.02158273381294964
181,wcf,7,0.02158273381294964
182,forgerock openam,7,0.02158273381294964
183,apis,7,0.02158273381294964
184,developing,7,0.02158273381294964
185,object oriented design,7,0.02158273381294964
186,open source,7,0.02158273381294964
187,functional testing,7,0.02158273381294964
188,embedded linux,7,0.02158273381294964
189,quality assurance,7,0.02158273381294964
190,forgerock,7,0.02158273381294964
191,algorithms,7,0.02158273381294964
192,kentico,7,0.02158273381294964
193,enterprise applications,7,0.02158273381294964
194,information security,7,0.02158273381294964
195,microsoft,7,0.02158273381294964
196,github,7,0.02158273381294964
197,igmp,7,0.02158273381294964
198,nosql,7,0.02158273381294964
199,visual studio,7,0.02158273381294964
200,spring -,7,0.02158273381294964
201,vmware,7,0.02158273381294964
202,angular js,6,0.017985611510791366
203,performance testing,6,0.017985611510791366
204,defect tracking,6,0.017985611510791366
205,deployment automation,6,0.017985611510791366
206,soap apis,6,0.017985611510791366
207,gcp,6,0.017985611510791366
208,refactoring,6,0.017985611510791366
209,fips,6,0.017985611510791366
210,sql database,6,0.017985611510791366
211,automotive,6,0.017985611510791366
212,adobe aem,6,0.017985611510791366
213,middleware,6,0.017985611510791366
214,apache,6,0.017985611510791366
215,teradata,6,0.017985611510791366
216,wireshark,6,0.017985611510791366
217,jee platform,6,0.017985611510791366
218,software engineer 2,6,0.017985611510791366
219,identity and access management,6,0.017985611510791366
220,implements security,6,0.017985611510791366
221,fullstack development,6,0.017985611510791366
222,e-learning,6,0.017985611510791366
223,java web services,6,0.017985611510791366
224,product strategy,6,0.017985611510791366
225,node js,6,0.017985611510791366
226,jaxb,6,0.017985611510791366
227,juniper,6,0.017985611510791366
228,l2,6,0.017985611510791366
229,react.js,6,0.017985611510791366
230,networking protocols,6,0.017985611510791366
231,integration testing,6,0.017985611510791366
232,etl,6,0.017985611510791366
233,angularjs,6,0.017985611510791366
234,performance management,6,0.017985611510791366
235,api management,6,0.017985611510791366
236,l3,6,0.017985611510791366
237,entity framework,6,0.017985611510791366
238,adf,5,0.014388489208633094
239,olap,5,0.014388489208633094
240,ui development,5,0.014388489208633094
241,mvvm,5,0.014388489208633094
242,vpn,5,0.014388489208633094
243,isis,5,0.014388489208633094
244,routing protocols,5,0.014388489208633094
245,bobj,5,0.014388489208633094
246,sap data services,5,0.014388489208633094
247,t - sql,5,0.014388489208633094
248,netbeans,5,0.014388489208633094
249,bitbucket,5,0.014388489208633094
250,infrastructure,5,0.014388489208633094
251,webservices,5,0.014388489208633094
252,healthcare,5,0.014388489208633094
253,sass,5,0.014388489208633094
254,automation framework,5,0.014388489208633094
255,spark,5,0.014388489208633094
256,soa,5,0.014388489208633094
257,mongo,5,0.014388489208633094
258,restful,5,0.014388489208633094
259,atlassian,5,0.014388489208633094
260,tomcat,5,0.014388489208633094
261,plsql,5,0.014388489208633094
262,tensorflow,5,0.014388489208633094
263,bods,5,0.014388489208633094
264,jsp,5,0.014388489208633094
265,golang,5,0.014388489208633094
266,protractor,5,0.014388489208633094
267,artificial intelligence,5,0.014388489208633094
268,gdb,5,0.014388489208633094
269,oo concepts,5,0.014388489208633094
270,object oriented programming,5,0.014388489208633094
271,api development,5,0.014388489208633094
272,net framework 4.0,5,0.014388489208633094
273,data quality,5,0.014388489208633094
274,visual design,5,0.014388489208633094
275,learning,5,0.014388489208633094
276,active directory,5,0.014388489208633094
277,configuration management,5,0.014388489208633094
278,oauth 20,5,0.014388489208633094
279,kotlin,5,0.014388489208633094
280,bpo,5,0.014388489208633094
281,azure data factory,5,0.014388489208633094
282,go,5,0.014388489208633094
283,scrum methodology,4,0.01079136690647482
284,manager technology,4,0.01079136690647482
285,aspnet,4,0.01079136690647482
286,microsoft azure paas,4,0.01079136690647482
287,google cloud,4,0.01079136690647482
288,workflow,4,0.01079136690647482
289,db2,4,0.01079136690647482
290,storm,4,0.01079136690647482
291,workflows,4,0.01079136690647482
292,stake holder management,4,0.01079136690647482
293,object - oriented design,4,0.01079136690647482
294,opencv,4,0.01079136690647482
295,vsts,4,0.01079136690647482
296,image processing,4,0.01079136690647482
297,software development life cycle,4,0.01079136690647482
298,linq,4,0.01079136690647482
299,spring security,4,0.01079136690647482
300,software architecture,4,0.01079136690647482
301,system software development,4,0.01079136690647482
302,webpack,4,0.01079136690647482
303,ml apis,4,0.01079136690647482
304,work permit,4,0.01079136690647482
305,hive,4,0.01079136690647482
306,simulink,4,0.01079136690647482
307,opengl,4,0.01079136690647482
308,xsl,4,0.01079136690647482
309,matlab,4,0.01079136690647482
310,database system architecture,4,0.01079136690647482
311,aws architecture,4,0.01079136690647482
312,c programming,4,0.01079136690647482
313,salesforce,4,0.01079136690647482
314,pyspark,4,0.01079136690647482
315,life cycle,4,0.01079136690647482
316,content management systems,4,0.01079136690647482
317,pytorch,4,0.01079136690647482
318,stakeholder management,4,0.01079136690647482
319,nlp,4,0.01079136690647482
320,3d,4,0.01079136690647482
321,nhibernate,4,0.01079136690647482
322,kentico cms,4,0.01079136690647482
323,cloud applications,4,0.01079136690647482
324,open am,4,0.01079136690647482
325,compliance,4,0.01079136690647482
326,jdbc,4,0.01079136690647482
327,lan,4,0.01079136690647482
328,jmeter,4,0.01079136690647482
329,oauth,4,0.01079136690647482
330,verbal communication,4,0.01079136690647482
331,jboss,4,0.01079136690647482
332,forgerock implementation,4,0.01079136690647482
333,tdd,4,0.01079136690647482
334,process improvement,4,0.01079136690647482
335,c# net,4,0.01079136690647482
336,rcp,4,0.01079136690647482
337,virtualization,4,0.01079136690647482
338,node,4,0.01079136690647482
339,embedded,4,0.01079136690647482
340,field trials,4,0.01079136690647482
341,communication protocols,4,0.01079136690647482
342,microcontroller,4,0.01079136690647482
343,standard operating procedures,4,0.01079136690647482
344,pdf,4,0.01079136690647482
345,research development,4,0.01079136690647482
346,process management,4,0.01079136690647482
347,basic knowledge about css,4,0.01079136690647482
348,scorm,4,0.01079136690647482
349,ui automation,4,0.01079136690647482
350,access management,4,0.01079136690647482
351,software engineer 3,4,0.01079136690647482
352,android framework,4,0.01079136690647482
353,android sdk,4,0.01079136690647482
354,construction equipment,4,0.01079136690647482
355,embedded sw development,4,0.01079136690647482
356,zalenium,4,0.01079136690647482
357,module development,4,0.01079136690647482
358,xcode,4,0.01079136690647482
359,microcontroller programming,4,0.01079136690647482
360,jenkins pipeline,4,0.01079136690647482
361,hmi development,4,0.01079136690647482
362,artifactory,4,0.01079136690647482
363,cypress,4,0.01079136690647482
364,integration tests,4,0.01079136690647482
365,continuous improvement,4,0.01079136690647482
366,oid,4,0.01079136690647482
367,sqlite,3,0.007194244604316547
368,application support,3,0.007194244604316547
369,cloud technologies,3,0.007194244604316547
370,documentation,3,0.007194244604316547
371,sap fico,3,0.007194244604316547
372,rds,3,0.007194244604316547
373,portfolio management,3,0.007194244604316547
374,good communication skills,3,0.007194244604316547
375,fortify scan,3,0.007194244604316547
376,rdmbs,3,0.007194244604316547
377,es6,3,0.007194244604316547
378,xamarin,3,0.007194244604316547
379,solution development,3,0.007194244604316547
380,content management,3,0.007194244604316547
381,analytical skills,3,0.007194244604316547
382,assembly language,3,0.007194244604316547
383,graphics,3,0.007194244604316547
384,macos,3,0.007194244604316547
385,mobile architect,3,0.007194244604316547
386,5g ran,3,0.007194244604316547
387,c / c++,3,0.007194244604316547
388,usage,3,0.007194244604316547
389,cassandra,3,0.007194244604316547
390,presto,3,0.007194244604316547
391,unit testing tools,3,0.007194244604316547
392,load runner,3,0.007194244604316547
393,automotive electronics,3,0.007194244604316547
394,product design,3,0.007194244604316547
395,white box testing,3,0.007194244604316547
396,tools,3,0.007194244604316547
397,device drivers,3,0.007194244604316547
398,elastic search,3,0.007194244604316547
399,okta identity management,3,0.007194244604316547
400,iam,3,0.007194244604316547
401,sas,3,0.007194244604316547
402,identity management,3,0.007194244604316547
403,react native,3,0.007194244604316547
404,access control,3,0.007194244604316547
405,san,3,0.007194244604316547
406,password management,3,0.007194244604316547
407,web development,3,0.007194244604316547
408,kanban,3,0.007194244604316547
409,signavio,3,0.007194244604316547
410,qtest,3,0.007194244604316547
411,jms,3,0.007194244604316547
412,architectural design,3,0.007194244604316547
413,ood,3,0.007194244604316547
414,oop,3,0.007194244604316547
415,aws core infrastructure,3,0.007194244604316547
416,big data analytics,3,0.007194244604316547
417,asp net mvc,3,0.007194244604316547
418,restful api,3,0.007194244604316547
419,rest api,3,0.007194244604316547
420,oscilloscope,3,0.007194244604316547
421,electronic circuit design,3,0.007194244604316547
422,fullstack,3,0.007194244604316547
423,protocol stack,3,0.007194244604316547
424,microsoft windows,3,0.007194244604316547
425,workplace technology solutions,3,0.007194244604316547
426,configuration manager,3,0.007194244604316547
427,azure databricks,3,0.007194244604316547
428,microsoft deployment toolkit mdt,3,0.007194244604316547
429,azure ad,3,0.007194244604316547
430,misra,3,0.007194244604316547
431,software engineer ii,3,0.007194244604316547
432,ec2,3,0.007194244604316547
433,nltk,3,0.007194244604316547
434,cv2x,3,0.007194244604316547
435,rnn,3,0.007194244604316547
436,lstm,3,0.007194244604316547
437,system administration,3,0.007194244604316547
438,vb.net,3,0.007194244604316547
439,object oriented development,3,0.007194244604316547
440,esri arcgis,3,0.007194244604316547
441,ldra,3,0.007194244604316547
442,embedded c++,3,0.007194244604316547
443,sql server 2005,3,0.007194244604316547
444,arcfm,3,0.007194244604316547
445,gis,3,0.007194244604316547
446,process automation,3,0.007194244604316547
447,struts,3,0.007194244604316547
448,dreamweaver,3,0.007194244604316547
449,jakarta tomcat,3,0.007194244604316547
450,memory management,3,0.007194244604316547
451,full stack,3,0.007194244604316547
452,sap eam real estate management,3,0.007194244604316547
453,automated test frameworks,3,0.007194244604316547
454,acr,3,0.007194244604316547
455,aspnet core,3,0.007194244604316547
456,saas,3,0.007194244604316547
457,manager quality assurance,3,0.007194244604316547
458,vb net,3,0.007194244604316547
459,scripting,3,0.007194244604316547
460,.net framework 4.5,3,0.007194244604316547
461,iis,3,0.007194244604316547
462,uml,3,0.007194244604316547
463,flux,3,0.007194244604316547
464,front - end development,3,0.007194244604316547
465,shell,3,0.007194244604316547
466,technical support,3,0.007194244604316547
467,azure devops,3,0.007194244604316547
468,xsd,3,0.007194244604316547
469,java coding,3,0.007194244604316547
470,guidewire,3,0.007194244604316547
471,java enterprise,3,0.007194244604316547
472,s3,3,0.007194244604316547
473,i2c,3,0.007194244604316547
474,rest apis,3,0.007194244604316547
475,rs485,3,0.007194244604316547
476,messaging,3,0.007194244604316547
477,css 3 0,3,0.007194244604316547
478,jest,3,0.007194244604316547
479,selection process,3,0.007194244604316547
480,vxworks,3,0.007194244604316547
481,rxjava,3,0.007194244604316547
482,jtag,3,0.007194244604316547
483,picasso,3,0.007194244604316547
484,spring mvc,3,0.007194244604316547
485,json format,3,0.007194244604316547
486,level,3,0.007194244604316547
487,trouble shooting,3,0.007194244604316547
488,electronics,3,0.007194244604316547
489,dagger,3,0.007194244604316547
490,supply chain,3,0.007194244604316547
491,retrofit,3,0.007194244604316547
492,c++ programming,3,0.007194244604316547
493,posix,3,0.007194244604316547
494,pmc,3,0.007194244604316547
495,publishing,3,0.007194244604316547
496,cortex,3,0.007194244604316547
497,docsign clm,3,0.007194244604316547
498,technical,3,0.007194244604316547
499,enterprise network operations,3,0.007194244604316547
500,com,3,0.007194244604316547
501,security services,3,0.007194244604316547
502,packaging,2,0.0035971223021582736
503,data visualization,2,0.0035971223021582736
504,test execution,2,0.0035971223021582736
505,instrumentation,2,0.0035971223021582736
506,ni labview,2,0.0035971223021582736
507,cloudant,2,0.0035971223021582736
508,ssl,2,0.0035971223021582736
509,angular 10,2,0.0035971223021582736
510,wmb,2,0.0035971223021582736
511,mq,2,0.0035971223021582736
512,flume,2,0.0035971223021582736
513,ibm datapower,2,0.0035971223021582736
514,software development life,2,0.0035971223021582736
515,bigquery architecture,2,0.0035971223021582736
516,bigquery ml,2,0.0035971223021582736
517,hardware,2,0.0035971223021582736
518,speech recognition,2,0.0035971223021582736
519,staffing,2,0.0035971223021582736
520,net 4 5+,2,0.0035971223021582736
521,singleton,2,0.0035971223021582736
522,.net technologies,2,0.0035971223021582736
523,sap ecc,2,0.0035971223021582736
524,apis oauth,2,0.0035971223021582736
525,vlan,2,0.0035971223021582736
526,oo design,2,0.0035971223021582736
527,ms access,2,0.0035971223021582736
528,oim,2,0.0035971223021582736
529,cyberark privileged identity access management,2,0.0035971223021582736
530,picasso/glide,2,0.0035971223021582736
531,identity,2,0.0035971223021582736
532,oracle identity manger,2,0.0035971223021582736
533,one identity manager,2,0.0035971223021582736
534,oim 11g,2,0.0035971223021582736
535,rest - apis,2,0.0035971223021582736
536,restful web service,2,0.0035971223021582736
537,linux device drivers,2,0.0035971223021582736
538,ipc,2,0.0035971223021582736
539,simulation,2,0.0035971223021582736
540,information technology,2,0.0035971223021582736
541,rfq,2,0.0035971223021582736
542,power electronics,2,0.0035971223021582736
543,fpga,2,0.0035971223021582736
544,objective c,2,0.0035971223021582736
545,fronthaul testing,2,0.0035971223021582736
546,lte testing,2,0.0035971223021582736
547,microsoft 365,2,0.0035971223021582736
548,crystal report,2,0.0035971223021582736
549,tfs,2,0.0035971223021582736
550,open,2,0.0035971223021582736
551,dotnet development,2,0.0035971223021582736
552,qos,2,0.0035971223021582736
553,root cause,2,0.0035971223021582736
554,debug,2,0.0035971223021582736
555,drive integration,2,0.0035971223021582736
556,java ee,2,0.0035971223021582736
557,data migration,2,0.0035971223021582736
558,oracle db,2,0.0035971223021582736
559,ruby,2,0.0035971223021582736
560,ruby rails,2,0.0035971223021582736
561,asp net core,2,0.0035971223021582736
562,ds saml,2,0.0035971223021582736
563,ad,2,0.0035971223021582736
564,routing,2,0.0035971223021582736
565,kvm,2,0.0035971223021582736
566,session management,2,0.0035971223021582736
567,identity access management,2,0.0035971223021582736
568,mpls,2,0.0035971223021582736
569,ldap,2,0.0035971223021582736
570,r,2,0.0035971223021582736
571,google cloud cloud bigquery,2,0.0035971223021582736
572,python programming,2,0.0035971223021582736
573,public health,2,0.0035971223021582736
574,winforms,2,0.0035971223021582736
575,x86,2,0.0035971223021582736
576,nunit,2,0.0035971223021582736
577,mstest,2,0.0035971223021582736
578,mca,2,0.0035971223021582736
579,ssrs,2,0.0035971223021582736
580,code,2,0.0035971223021582736
581,regression testing,2,0.0035971223021582736
582,application server,2,0.0035971223021582736
583,openidm,2,0.0035971223021582736
584,password policies,2,0.0035971223021582736
585,source control management,2,0.0035971223021582736
586,installation,2,0.0035971223021582736
587,manual testing,2,0.0035971223021582736
588,mvp. usage of frameworks -volley/retrofit,2,0.0035971223021582736
589,unix shell scripting,2,0.0035971223021582736
590,kafka,2,0.0035971223021582736
591,software documentation,2,0.0035971223021582736
592,tableau,2,0.0035971223021582736
593,database design,2,0.0035971223021582736
594,pl - sql,2,0.0035971223021582736
595,database administration,2,0.0035971223021582736
596,test-driven development,2,0.0035971223021582736
597,web security,2,0.0035971223021582736
598,sdk,2,0.0035971223021582736
599,symfony,2,0.0035971223021582736
600,doctrine orm,2,0.0035971223021582736
601,twilio integration,2,0.0035971223021582736
602,test scenarios,2,0.0035971223021582736
603,ips,2,0.0035971223021582736
604,api security,2,0.0035971223021582736
605,intellectual property,2,0.0035971223021582736
606,t-sql,2,0.0035971223021582736
607,flutter,2,0.0035971223021582736
608,application design,2,0.0035971223021582736
609,docusign,2,0.0035971223021582736
610,automated testing,2,0.0035971223021582736
611,sprint boot,2,0.0035971223021582736
612,android studio,2,0.0035971223021582736
613,hardware development,2,0.0035971223021582736
614,log shipping,2,0.0035971223021582736
615,iphone,2,0.0035971223021582736
616,uart,2,0.0035971223021582736
617,postman api,2,0.0035971223021582736
618,observer,2,0.0035971223021582736
619,-strong and demonstrable knowledge of android java,2,0.0035971223021582736
620,configuring,2,0.0035971223021582736
621,administration,2,0.0035971223021582736
622,provident fund,2,0.0035971223021582736
623,jira workflows,2,0.0035971223021582736
624,atlassian tool,2,0.0035971223021582736
625,screen schemes,2,0.0035971223021582736
626,rs232,2,0.0035971223021582736
627,ios development,2,0.0035971223021582736
628,spi,2,0.0035971223021582736
629,mssql,2,0.0035971223021582736
630,sme,2,0.0035971223021582736
631,java 8,2,0.0035971223021582736
632,dvr,2,0.0035971223021582736
633,management,2,0.0035971223021582736
634,law enforcement,2,0.0035971223021582736
635,vod,2,0.0035971223021582736
636,consumer electronics,2,0.0035971223021582736
637,cloud bigquery,2,0.0035971223021582736
638,windows server administration,2,0.0035971223021582736
639,configuration,2,0.0035971223021582736
640,problem solving,2,0.0035971223021582736
641,sabre,2,0.0035971223021582736
642,ms office,2,0.0035971223021582736
643,qnx,2,0.0035971223021582736
644,postman,2,0.0035971223021582736
645,transition,2,0.0035971223021582736
646,ssh,2,0.0035971223021582736
647,odata,2,0.0035971223021582736
648,issue resolution,2,0.0035971223021582736
649,operations,2,0.0035971223021582736
650,automl,2,0.0035971223021582736
651,pega prpc,2,0.0035971223021582736
652,design & development,2,0.0035971223021582736
653,employee engagement,2,0.0035971223021582736
654,it governance,2,0.0035971223021582736
655,life insurance,2,0.0035971223021582736
656,google cloud platform architecture,2,0.0035971223021582736
657,wan,2,0.0035971223021582736
658,clod data flow,2,0.0035971223021582736
659,xnap,2,0.0035971223021582736
660,schema,2,0.0035971223021582736
661,mac,2,0.0035971223021582736
662,arcgis server,2,0.0035971223021582736
663,lambda,2,0.0035971223021582736
664,kendo ui,2,0.0035971223021582736
665,guidewire integration,2,0.0035971223021582736
666,gui design,2,0.0035971223021582736
667,stl,2,0.0035971223021582736
668,databinding.java design patterns - factory,2,0.0035971223021582736
669,it,2,0.0035971223021582736
670,agile methodology,2,0.0035971223021582736
671,commercial vehicle,2,0.0035971223021582736
672,cisco firewall,2,0.0035971223021582736
673,change management,2,0.0035971223021582736
674,patterns,2,0.0035971223021582736
675,arcgis desktop,2,0.0035971223021582736
676,js,2,0.0035971223021582736
677,java script,2,0.0035971223021582736
678,bash,2,0.0035971223021582736
679,palo alto,2,0.0035971223021582736
680,modbustcp,2,0.0035971223021582736
681,http/2,2,0.0035971223021582736
682,ethernetip,2,0.0035971223021582736
683,embedded system development,2,0.0035971223021582736
684,palo alto networks firewall,2,0.0035971223021582736
685,idp,2,0.0035971223021582736
686,mentor,2,0.0035971223021582736
687,technical lead,2,0.0035971223021582736
688,architect,2,0.0035971223021582736
689,palo alto networks,2,0.0035971223021582736
690,lb,2,0.0035971223021582736
691,directory services,2,0.0035971223021582736
692,ubuntu linux,2,0.0035971223021582736
693,expressjs,2,0.0035971223021582736
694,spring framework,2,0.0035971223021582736
695,oss development,2,0.0035971223021582736
696,gcp dataflow,2,0.0035971223021582736
697,sap s/4hana,2,0.0035971223021582736
698,kinesis,2,0.0035971223021582736
699,dynamodb,2,0.0035971223021582736
700,product development,2,0.0035971223021582736
701,data analysis,2,0.0035971223021582736
702,aem,2,0.0035971223021582736
703,juniper routers,2,0.0035971223021582736
704,adobe cq,2,0.0035971223021582736
705,system architecture,2,0.0035971223021582736
706,4g epc,2,0.0035971223021582736
707,5g core elements,2,0.0035971223021582736
708,volte,2,0.0035971223021582736
709,silicon,2,0.0035971223021582736
710,equity,2,0.0035971223021582736
711,gcp bigqueryd,2,0.0035971223021582736
712,mybatis,2,0.0035971223021582736
713,microsoft sql server database,2,0.0035971223021582736
714,visual c++,2,0.0035971223021582736
715,itk,2,0.0035971223021582736
716,signal processing,2,0.0035971223021582736
717,medical imaging,2,0.0035971223021582736
718,5g,2,0.0035971223021582736
719,asp.net mvc,2,0.0035971223021582736
720,firmware,2,0.0035971223021582736
721,cq5,2,0.0035971223021582736
722,kotlin. common design patterns - mvc,2,0.0035971223021582736
723,webapi,2,0.0035971223021582736
724,qms,2,0.0035971223021582736
725,control system,2,0.0035971223021582736
726,cisco,2,0.0035971223021582736
727,mining,2,0.0035971223021582736
728,ui design,2,0.0035971223021582736
729,optical networking,2,0.0035971223021582736
730,gitlab,2,0.0035971223021582736
731,sap monitoring,2,0.0035971223021582736
732,sap tools,2,0.0035971223021582736
733,solution management,2,0.0035971223021582736
734,sap basis,2,0.0035971223021582736
735,express,2,0.0035971223021582736
736,c #,2,0.0035971223021582736
737,bdd,2,0.0035971223021582736
738,asp,2,0.0035971223021582736
739,vbscript,2,0.0035971223021582736
740,rest web services,2,0.0035971223021582736
741,telematics,2,0.0035971223021582736
742,telecom operations,2,0.0035971223021582736
743,udp,2,0.0035971223021582736
744,agile development methodologies,2,0.0035971223021582736
745,sdl,2,0.0035971223021582736
746,development testing,2,0.0035971223021582736
747,integration biztalk server,2,0.0035971223021582736
748,smtp,2,0.0035971223021582736
749,sap s/4 hana,2,0.0035971223021582736
750,dns,2,0.0035971223021582736
751,rtp,2,0.0035971223021582736
752,asp .net,2,0.0035971223021582736
753,mvc 5,2,0.0035971223021582736
754,informatica,2,0.0035971223021582736
755,monitoring,2,0.0035971223021582736
756,heavy machinery,2,0.0035971223021582736
757,broadcom,1,0.0
758,pcie,1,0.0
759,springboot java,1,0.0
760,linux kernel programming,1,0.0
761,software configuration,1,0.0
762,digital transformation,1,0.0
763,design engineering,1,0.0
764,processing,1,0.0
765,install base,1,0.0
766,technical architect,1,0.0
767,micro controllers programming,1,0.0
768,content management system,1,0.0
769,usb,1,0.0
770,soc,1,0.0
771,kernel,1,0.0
772,javascript frameworks,1,0.0
773,mlops,1,0.0
774,wordpress,1,0.0
775,strong analytical skills,1,0.0
776,arm,1,0.0
777,administration manager,1,0.0
778,dart,1,0.0
779,cgi,1,0.0
780,hardware subsystems,1,0.0
781,uefi,1,0.0
782,backend development,1,0.0
783,hmi,1,0.0
784,micro python,1,0.0
785,components,1,0.0
786,trace32,1,0.0
